Time[sec], V(tas)[m/s], x[m], y[m], h[m], Lat[deg], Lon[deg]
718,215.6024506,62477.59911,63481.3055,8301.410867,33.9989043,-111.1378313
719,215.4736051,62338.61031,63317.0183,8290.041827,33.99742932,-111.1393328
720,215.3448933,62199.01191,63153.0359,8278.642307,33.99595706,-111.1408408
721,215.2164311,62059.10871,62989.6631,8267.242787,33.99449025,-111.1423521
722,215.0882871,61918.90071,62826.8999,8255.812787,33.9930289,-111.1438666
723,214.9604925,61778.38791,62664.4415,8244.352307,33.99157027,-111.1453843
724,214.8330498,61637.26551,62502.5927,8232.891827,33.99011711,-111.1469086
725,214.7059415,61495.83831,62341.35351,8221.400868,33.98866939,-111.1484361
726,214.5791365,61354.10631,62180.41911,8209.909908,33.9872244,-111.1499668
727,214.4525966,61212.06951,62020.09431,8198.388468,33.98578486,-111.1515008
728,214.3262804,61069.42311,61860.37911,8186.867028,33.98435078,-111.1530413
729,214.2001471,60926.47191,61700.96871,8175.345588,33.98291942,-111.154585
730,214.0741591,60783.52071,61542.16791,8163.793668,33.98149351,-111.1561287
731,213.9482831,60639.95991,61383.67191,8152.241748,33.98007033,-111.1576789
732,213.822491,60496.09431,61225.78551,8140.720308,33.97865259,-111.1592324
733,213.6967605,60351.92391,61068.20391,8129.168388,33.97723758,-111.160789
734,213.5710747,60207.75351,60910.92711,8117.585988,33.97582528,-111.1623457
735,213.4454216,60062.97351,60754.25991,8106.034068,33.97441844,-111.1639088
736,213.3197937,59918.19351,60597.89751,8094.482148,33.97301431,-111.165472
737,213.1941872,59773.10871,60441.83991,8082.899748,33.97161289,-111.1670383
738,213.0686016,59628.02391,60286.08711,8071.347828,33.97021419,-111.1686046
739,212.9430384,59482.63431,60130.94391,8059.765428,33.96882095,-111.1701742
740,212.8175014,59337.24471,59975.80071,8048.213508,33.96742768,-111.1717437
741,212.691995,59191.55031,59821.26711,8036.631108,33.96603987,-111.1733164
742,212.566525,59045.55111,59666.73351,8025.048708,33.96465203,-111.1748924
743,212.4410969,58899.55191,59512.50471,8013.466308,33.96326691,-111.1764683
744,212.3157169,58753.55271,59358.58071,8001.914388,33.9618845,-111.1780442
745,212.1903907,58607.55351,59205.26631,7990.331988,33.96050755,-111.1796201
746,212.0651237,58461.24951,59051.64711,7978.749588,33.95912783,-111.1811991
747,211.9399209,58314.94551,58898.63751,7967.167188,33.95775356,-111.1827782
748,211.8147869,58168.64151,58745.93271,7955.584788,33.95638201,-111.1843571
749,211.6897259,58022.33751,58593.22791,7944.002388,33.95501043,-111.1859361
750,211.5647413,57875.72871,58440.82791,7932.419988,33.95364157,-111.1875183
751,211.4398364,57729.42471,58288.42791,7920.837588,33.95227268,-111.1890971
752,211.3150139,57582.81591,58136.63751,7909.255188,33.95090925,-111.1906792
753,211.1902762,57436.20711,57984.84711,7897.642308,33.94954579,-111.1922612
754,211.0656253,57289.59831,57833.05671,7886.059908,33.9481823,-111.1938432
755,210.9410631,57143.29431,57681.87591,7874.477508,33.94682427,-111.1954219
756,210.8165911,56996.68551,57530.39031,7862.895108,33.94546347,-111.1970038
757,210.6922108,56850.07671,57379.51431,7851.312708,33.94410813,-111.1985857
758,210.5679234,56703.46791,57228.63831,7839.730308,33.94275276,-111.2001675
759,210.4437301,56556.85911,57077.76231,7828.147908,33.94139736,-111.2017493
760,210.319632,56410.25031,56927.19111,7816.565508,33.94004468,-111.203331
761,210.1956301,56263.64151,56776.92471,7804.983108,33.93869471,-111.2049127
762,210.0717256,56117.33751,56626.65831,7793.400708,33.93734472,-111.206491
763,209.9479193,55970.72871,56476.39191,7781.818308,33.9359947,-111.2080726
764,209.8242124,55824.11992,56326.43031,7770.235908,33.9346474,-111.2096541
765,209.7006058,55677.81592,56176.46871,7758.653508,33.93330007,-111.2112324
766,209.5771006,55531.51192,56026.81191,7747.071108,33.93195545,-111.2128105
767,209.4536978,55384.90312,55877.45992,7735.488708,33.93061355,-111.2143919
768,209.3303982,55238.59912,55728.10792,7723.906308,33.92927162,-111.21597
769,209.2072031,55092.29512,55578.75592,7712.323908,33.92792967,-111.2175481
770,209.0841132,54946.29592,55429.40392,7700.771988,33.92658769,-111.2191228
771,208.9611297,54799.99192,55280.66152,7689.189588,33.92525116,-111.2207007
772,208.8382534,54653.68792,55131.61432,7677.637668,33.92391187,-111.2222786
773,208.7154853,54507.68872,54982.87192,7666.055268,33.9225753,-111.2238532
774,208.5928264,54361.68952,54834.12952,7654.503348,33.92123869,-111.2254277
775,208.4702774,54215.69032,54685.69192,7642.951428,33.91990481,-111.2270022
776,208.3478395,54069.69112,54537.25432,7631.369028,33.91857089,-111.2285767
777,208.2255133,53923.69192,54388.81672,7619.817108,33.91723695,-111.2301511
778,208.1032998,53777.99752,54240.68392,7608.265188,33.91590573,-111.2317221
779,207.9811997,53632.30312,54092.55112,7596.713268,33.91457448,-111.2332931
780,207.8592138,53486.60872,53944.72312,7585.161348,33.91324595,-111.2348641
781,207.737343,53340.91432,53796.89512,7573.639908,33.91191739,-111.2364351
782,207.6155878,53195.21992,53649.06712,7562.087989,33.9105888,-111.238006
783,207.493949,53049.83032,53501.54392,7550.536069,33.90926293,-111.2395735
784,207.3724271,52904.44072,53354.02072,7539.014629,33.90793703,-111.2411411
785,207.251023,52759.05112,53206.49752,7527.493189,33.90661111,-111.2427085
786,207.129737,52613.66152,53059.27912,7515.941269,33.90528791,-111.244276
787,207.00857,52468.57672,52912.06072,7504.419829,33.90396467,-111.2458401
788,206.8875223,52323.18712,52764.84232,7492.898389,33.90264142,-111.2474074
789,206.7665945,52178.10232,52617.92872,7481.376949,33.90132088,-111.2489715
790,206.6457872,52033.01752,52471.01512,7469.855509,33.90000031,-111.2505355
791,206.5251008,51888.23752,52324.10152,7458.364549,33.89867972,-111.2520961
792,206.4045351,51743.15272,52177.49272,7446.843109,33.89736184,-111.25366
793,206.2840909,51598.37272,52030.88392,7435.352149,33.89604394,-111.2552206
794,206.1637689,51453.59272,51884.27512,7423.830709,33.89472601,-111.2567811
795,206.0435699,51309.11752,51737.66632,7412.339749,33.89340806,-111.2583383
796,205.9234942,51164.33752,51591.36232,7400.848789,33.89209283,-111.2598987
797,205.8035421,51019.86232,51445.36312,7389.357829,33.89078031,-111.2614559
798,205.683714,50875.38712,51299.36392,7377.866869,33.88946776,-111.2630129
799,205.56401,50730.91192,51153.36472,7366.375909,33.88815519,-111.26457
800,205.4444306,50586.43672,51007.36552,7354.915429,33.8868426,-111.266127
801,205.3249757,50442.26632,50861.67112,7343.424469,33.88553272,-111.2676806
802,205.2056458,50298.09592,50715.97672,7331.963989,33.88422282,-111.2692342
803,205.086441,50153.92552,50570.28232,7320.503509,33.88291289,-111.2707878
804,204.9673615,50009.75512,50424.89272,7309.012549,33.88160568,-111.2723413
805,204.8484076,49865.88952,50279.50312,7297.552069,33.88029844,-111.2738916
806,204.7295794,49721.71912,50134.11352,7286.122069,33.87899118,-111.275445
807,204.6108772,49577.85352,49988.72392,7274.661589,33.87768389,-111.2769951
808,204.4923012,49434.29272,49843.63912,7263.201109,33.87637932,-111.2785419
809,204.3738516,49290.42713,49698.55432,7251.771109,33.87507473,-111.280092
810,204.2555285,49146.86633,49553.77432,7240.341109,33.87377285,-111.2816387
811,204.1373321,49003.30553,49408.68952,7228.880629,33.87246821,-111.2831854
812,204.0192626,48859.74473,49264.21433,7217.450629,33.87116902,-111.284732
813,203.9013202,48716.48873,49119.43433,7206.020629,33.86986707,-111.2862753
814,203.7835049,48573.23273,48974.65433,7194.621109,33.8685651,-111.2878186
815,203.6658169,48429.97673,48830.17913,7183.191109,33.86726584,-111.2893618
816,203.5482564,48286.72073,48685.70393,7171.791589,33.86596656,-111.290905
817,203.4308234,48143.76953,48541.53353,7160.361589,33.86466999,-111.2924449
818,203.3135179,48000.81833,48397.36313,7148.962069,33.8633734,-111.2939847
819,203.1963401,47857.86713,48253.19273,7137.562549,33.86207679,-111.2955245
820,203.07929,47714.91593,48109.02233,7126.163029,33.86078015,-111.2970642
821,202.9623676,47572.26953,47964.85193,7114.763509,33.85948349,-111.2986006
822,202.8455731,47429.62313,47820.98633,7103.394469,33.85818955,-111.300137
823,202.7289065,47286.97673,47677.12073,7091.994949,33.85689558,-111.3016733
824,202.6123679,47144.63513,47533.55993,7080.625909,33.85560433,-111.3032063
825,202.4959571,47001.98873,47389.99913,7069.256869,33.85431305,-111.3047426
826,202.3796744,46859.64713,47246.13353,7057.887829,33.85301902,-111.3062755
827,202.2635197,46717.61033,47102.87753,7046.518789,33.85173043,-111.3078051
828,202.1474929,46575.26873,46959.31673,7035.149749,33.85043909,-111.309338
829,202.0315942,46433.23193,46816.06073,7023.811189,33.84915046,-111.3108675
830,201.9158235,46291.19513,46672.80473,7012.442149,33.84786181,-111.312397
831,201.8001807,46149.15833,46529.54873,7001.103589,33.84657313,-111.3139264
832,201.6846659,46007.42633,46386.59753,6989.765029,33.84528718,-111.3154525
833,201.5692791,45865.69433,46243.64633,6978.426469,33.84400119,-111.3169786
834,201.4540202,45723.96233,46100.69513,6967.087909,33.84271519,-111.3185046
835,201.3388892,45582.23033,45957.74393,6955.749349,33.84142916,-111.3200306
836,201.2238861,45440.80313,45815.09753,6944.441269,33.84014585,-111.3215533
837,201.1090108,45299.37593,45672.45113,6933.102709,33.83886252,-111.3230759
838,200.9942633,45157.94873,45529.80473,6921.794629,33.83757916,-111.3245985
839,200.8796436,45016.52153,45387.46313,6910.486549,33.83629852,-111.3261211
840,200.7651516,44875.39913,45244.81673,6899.17847,33.83501512,-111.3276403
841,200.6507873,44734.27673,45102.77993,6887.87039,33.83373717,-111.3291595
842,200.5365505,44593.15433,44960.43833,6876.59279,33.83245647,-111.3306787
843,200.4224412,44452.33673,44818.09673,6865.28471,33.83117574,-111.3321945
844,200.3084594,44311.21433,44676.05993,6854.00711,33.82989772,-111.3337136
845,200.194605,44170.39673,44534.02313,6842.72951,33.82861969,-111.3352293
846,200.0808779,44029.88393,44392.29113,6831.45191,33.82734437,-111.3367418
847,199.967278,43889.06633,44250.25433,6820.17431,33.82606629,-111.3382574
848,199.8538053,43748.55353,44108.52233,6808.89671,33.82479092,-111.3397698
849,199.7404597,43608.04073,43966.79033,6797.64959,33.82351554,-111.3412821
850,199.6272411,43467.52793,43825.36313,6786.37199,33.82224287,-111.3427944
851,199.5141494,43327.31993,43683.93593,6775.12487,33.82097018,-111.3443033
852,199.4011846,43187.11193,43542.50873,6763.87775,33.81969747,-111.3458122
853,199.2883465,43046.90393,43401.08153,6752.63063,33.81842473,-111.3473211
854,199.175635,42906.69593,43259.65433,6741.38351,33.81715197,-111.3488299
855,199.0630501,42766.48793,43118.53193,6730.16687,33.81588193,-111.3503387
856,198.9505915,42626.58474,42977.40953,6718.91975,33.81461187,-111.3518442
857,198.8382594,42486.68154,42836.28713,6707.70311,33.81334178,-111.3533496
858,198.7260534,42347.08314,42695.46954,6696.48647,33.81207442,-111.3548518
859,198.6139736,42207.17994,42554.65194,6685.26983,33.81080703,-111.3563571
860,198.5020198,42067.58154,42413.83434,6674.05319,33.80953962,-111.3578592
861,198.3901919,41927.98314,42273.01674,6662.83655,33.80827219,-111.3593612
862,198.2784899,41788.68954,42132.50394,6651.65039,33.80700747,-111.3608598
863,198.1669135,41649.09114,41991.99114,6640.43375,33.80574274,-111.3623618
864,198.0554627,41509.79754,41851.47834,6629.24759,33.80447798,-111.3638604
865,197.9441374,41370.80874,41710.96554,6618.06143,33.8032132,-111.3653556
866,197.8329374,41231.51514,41570.75754,6606.87527,33.80195114,-111.3668542
867,197.7218626,41092.52634,41430.54954,6595.68911,33.80068905,-111.3683494
868,197.6109129,40953.53754,41290.34154,6584.53343,33.79942695,-111.3698445
869,197.5000882,40814.54874,41150.13354,6573.34727,33.79816482,-111.3713397
870,197.3893883,40675.55994,41010.23034,6562.19159,33.79690541,-111.3728348
871,197.2788132,40536.87594,40870.32714,6551.03591,33.79564598,-111.3743265
872,197.1683627,40398.19194,40730.42394,6539.88023,33.79438653,-111.3758183
873,197.0580366,40259.50794,40590.52074,6528.72455,33.79312706,-111.37731
874,196.947835,40120.82394,40450.92234,6517.56887,33.7918703,-111.3788016
875,196.8377575,39982.44474,40311.32394,6506.44367,33.79061353,-111.38029
876,196.7278042,39844.06554,40171.72554,6495.31847,33.78935673,-111.3817783
877,196.6179748,39705.68634,40032.43194,6484.16279,33.78810265,-111.3832665
878,196.5082692,39567.61194,39892.83354,6473.03759,33.78684581,-111.3847515
879,196.3986873,39429.53754,39753.53994,6461.91239,33.78559169,-111.3862364
880,196.2892289,39291.46314,39614.55114,6450.81767,33.78434029,-111.3877212
881,196.179894,39153.38874,39475.25754,6439.69247,33.78308612,-111.3892061
882,196.0706824,39015.31434,39336.26874,6428.59775,33.78183468,-111.3906909
883,195.9615939,38877.54474,39197.27994,6417.50303,33.78058321,-111.3921723
884,195.8526284,38739.77514,39058.29114,6406.37783,33.77933172,-111.3936538
885,195.7437859,38602.00554,38919.60714,6395.31359,33.77808295,-111.3951352
886,195.6350661,38464.54074,38780.61834,6384.21887,33.77683143,-111.3966133
887,195.5264689,38326.77114,38641.93434,6373.12415,33.77558261,-111.3980946
888,195.4179941,38189.30634,38503.55514,6362.05991,33.77433652,-111.3995726
889,195.3096417,38052.14634,38364.87114,6350.96519,33.77308767,-111.4010473
890,195.2014114,37914.68154,38226.49194,6339.90095,33.77184154,-111.4025252
891,195.0933032,37777.52154,38088.11274,6328.83671,33.77059539,-111.4039998
892,194.9853169,37640.36154,37949.73354,6317.77247,33.76934921,-111.4054744
893,194.8774523,37503.20154,37811.65914,6306.73871,33.76810576,-111.406949
894,194.7697093,37366.34634,37673.58474,6295.67447,33.76686228,-111.4084202
895,194.6620878,37229.18634,37535.51034,6284.64071,33.76561878,-111.4098947
896,194.5545877,37092.33114,37397.43594,6273.60695,33.76437527,-111.4113658
897,194.4472087,36955.78074,37259.36154,6262.57319,33.76313173,-111.4128336
898,194.3399508,36818.92554,37121.59194,6251.53943,33.76189091,-111.4143047
899,194.2328138,36682.37514,36983.82234,6240.505671,33.76065007,-111.4157725
900,194.1257975,36545.82474,36846.35754,6229.471911,33.75941195,-111.4172402
901,194.0189019,36409.27434,36708.58794,6218.468631,33.75817107,-111.4187079
902,193.9121266,36272.72394,36571.12314,6207.465351,33.75693291,-111.4201756
903,193.8054717,36136.47835,36433.65834,6196.462071,33.75569473,-111.4216399
904,193.6989369,36000.23275,36296.19354,6185.458791,33.75445653,-111.4231042
905,193.5925222,35863.98715,36159.03355,6174.455511,33.75322105,-111.4245685
906,193.4862273,35728.04635,36021.56875,6163.452231,33.75198281,-111.4260294
907,193.3800522,35591.80075,35884.71355,6152.479431,33.75075003,-111.4274936
908,193.2739967,35455.85995,35747.55355,6141.476151,33.74951449,-111.4289545
909,193.1680606,35320.22395,35610.39355,6130.503351,33.74827893,-111.430412
910,193.0622438,35184.28315,35473.53835,6119.530551,33.74704608,-111.4318728
911,192.9565462,35048.64715,35336.68315,6108.557751,33.74581322,-111.4333303
912,192.8509675,34913.01115,35199.82795,6097.615431,33.74458034,-111.4347878
913,192.7455076,34777.37515,35063.27755,6086.642631,33.74335018,-111.4362452
914,192.6401665,34641.73915,34926.72715,6075.700311,33.74212,-111.4377026
915,192.5349438,34506.40795,34790.17675,6064.727511,33.7408898,-111.4391566
916,192.4298396,34371.07675,34653.62635,6053.785191,33.73965958,-111.4406107
917,192.3248536,34235.74555,34517.07595,6042.842871,33.73842933,-111.4420647
918,192.2199858,34100.41435,34380.83035,6031.931031,33.73720181,-111.4435186
919,192.1152359,33965.38795,34244.58475,6020.988711,33.73597427,-111.4449693
920,192.0106038,33830.36155,34108.33915,6010.076871,33.73474671,-111.4464199
921,191.9060894,33695.33515,33972.39835,5999.134551,33.73352187,-111.4478704
922,191.8016925,33560.30875,33836.15275,5988.222711,33.73229427,-111.449321
923,191.6974129,33425.58715,33700.21195,5977.310871,33.73106939,-111.4507682
924,191.5932506,33290.86555,33564.27115,5966.399031,33.72984449,-111.4522154
925,191.4892053,33156.14395,33428.63515,5955.517671,33.72862231,-111.4536625
926,191.3852769,33021.42235,33292.99915,5944.605831,33.72740011,-111.4551096
927,191.2814652,32886.70075,33157.05835,5933.724471,33.72617515,-111.4565567
928,191.1777702,32752.28395,33021.72715,5922.843111,33.72495566,-111.4580005
929,191.0741916,32617.86715,32886.09115,5911.961751,33.7237334,-111.4594442
930,190.9707294,32483.75515,32750.75995,5901.080391,33.72251387,-111.4608846
931,190.8673834,32349.33835,32615.42875,5890.199031,33.72129431,-111.4623283
932,190.7641533,32215.22635,32480.09755,5879.317671,33.72007474,-111.4637687
933,190.6610392,32081.11435,32344.76635,5868.466791,33.71885514,-111.465209
934,190.5580408,31947.00235,32209.73995,5857.615911,33.71763827,-111.4666492
935,190.4551579,31812.89035,32074.40875,5846.765031,33.71641863,-111.4680895
936,190.3523905,31679.08315,31939.68715,5835.914151,33.71520446,-111.4695264
937,190.2497383,31545.27595,31804.66075,5825.063271,33.71398753,-111.4709633
938,190.1472012,31411.46875,31669.63435,5814.212391,33.71277058,-111.4724002
939,190.0447791,31277.96635,31534.91275,5803.391991,33.71155635,-111.4738337
940,189.9424719,31144.15915,31400.19115,5792.541111,33.7103421,-111.4752705
941,189.8402793,31010.65675,31265.77435,5781.720711,33.70913058,-111.476704
942,189.7382013,30877.15435,31131.05275,5770.900311,33.70791629,-111.4781374
943,189.6362377,30743.95675,30996.63595,5760.079911,33.70670473,-111.4795676
944,189.5343883,30610.45435,30862.21915,5749.289991,33.70549314,-111.4810009
945,189.432653,30477.22627,30727.80235,5738.469591,33.70428154,-111.4824313
946,189.3310316,30344.05915,30593.38555,5727.679671,33.70306992,-111.483861
947,189.229524,30210.95299,30459.30403,5716.889751,33.70186129,-111.48529
948,189.1281301,30077.90779,30325.16155,5706.069351,33.7006521,-111.4867183
949,189.0268496,29944.92355,30191.11051,5695.309911,33.69944371,-111.488146
950,188.9256825,29812.03075,30057.12043,5684.519991,33.69823585,-111.4895726
951,188.8246286,29679.19891,29923.19131,5673.730071,33.69702852,-111.4909985
952,188.7236877,29546.45852,29789.35363,5662.970631,33.69582199,-111.4924234
953,188.6228597,29413.77908,29655.57691,5652.180711,33.69461599,-111.4938476
954,188.5221445,29281.1606,29521.89164,5641.421271,33.6934108,-111.4952712
955,188.421542,29148.63356,29388.23684,5630.661831,33.69220586,-111.4966937
956,188.3210518,29016.137,29254.67348,5619.902391,33.69100172,-111.4981158
957,188.2206741,28883.76236,29121.20156,5609.173431,33.68979839,-111.4995366
958,188.1204084,28751.4182,28987.7906,5598.413991,33.68859558,-111.5009571
959,188.0202548,28619.16548,28854.4406,5587.685032,33.68739331,-111.5023765
960,187.920213,28486.97372,28721.15156,5576.956072,33.68619157,-111.5037952
961,187.820283,28354.84292,28587.95396,5566.227112,33.68499063,-111.5052133
962,187.7204645,28222.80356,28454.81732,5555.498152,33.68379022,-111.5066303
963,187.6207575,28090.82516,28321.74164,5544.769192,33.68259034,-111.5080466
964,187.5211617,27958.90772,28188.7574,5534.040232,33.68139126,-111.5094623
965,187.4216771,27827.08172,28055.83412,5523.341752,33.68019271,-111.5108769
966,187.3223035,27695.31668,27923.00228,5512.643272,33.67899497,-111.5122909
967,187.2230408,27563.6126,27790.20092,5501.914312,33.67779748,-111.5137041
968,187.1238887,27431.96948,27657.491,5491.215832,33.6766008,-111.5151167
969,187.0248472,27300.4178,27524.87252,5480.547832,33.67540492,-111.5165282
970,186.9259162,27168.92708,27392.28452,5469.849352,33.6742093,-111.5179391
971,186.8270953,27037.5278,27259.78796,5459.150872,33.67301448,-111.5193489
972,186.7283846,26906.159,27127.35236,5448.482872,33.67182019,-111.5207584
973,186.6297838,26774.88164,26995.0082,5437.814872,33.6706267,-111.5221669
974,186.5312929,26643.66524,26862.725,5427.146872,33.66943375,-111.5235747
975,186.4329116,26512.54028,26730.50276,5416.478872,33.66824132,-111.5249814
976,186.3346399,26381.47628,26598.34148,5405.810872,33.66704943,-111.5263875
977,186.2364776,26250.47324,26466.27164,5395.142872,33.66585834,-111.5277929
978,186.1384246,26119.53116,26334.26276,5384.505352,33.66466778,-111.5291976
979,186.0404806,25988.65004,26202.31484,5373.867832,33.66360963,-111.5335115
980,185.9426457,25857.86036,26070.42788,5363.230312,33.66242722,-111.5349213
981,185.8449195,25727.13164,25938.63236,5352.592792,33.6612456,-111.5363305
982,185.747302,25596.46388,25806.8978,5341.955272,33.66006451,-111.537739
983,185.649793,25465.88756,25675.2242,5331.317752,33.65888395,-111.5391464
984,185.5523923,25335.3722,25543.64204,5320.710712,33.65770419,-111.5405532
985,185.4550999,25204.9178,25412.12084,5310.073192,33.65652495,-111.5419592
986,185.3579156,25074.52436,25280.6606,5299.466152,33.65534624,-111.5433646
987,185.2608393,24944.22236,25149.26132,5288.859112,33.65416805,-111.544769
988,185.1638708,24813.95084,25017.95348,5278.252072,33.65299067,-111.546173
989,185.0670099,24683.77076,24886.7066,5267.645032,33.65181381,-111.547576
990,184.9702566,24553.68212,24755.52068,5257.068472,33.65063748,-111.5489779
991,184.8736106,24423.62396,24624.4262,5246.461432,33.64946194,-111.5503795
992,184.7770719,24293.65724,24493.3622,5235.884872,33.64828666,-111.5517801
993,184.6806403,24163.75148,24362.38964,5225.308312,33.64711218,-111.55318
994,184.5843156,24033.90668,24231.47804,5214.731752,33.64593823,-111.5545792
995,184.4880977,23904.12284,24100.65788,5204.155192,33.64476507,-111.5559777
996,184.3919864,23774.43044,23969.8682,5193.578632,33.64359217,-111.5573752
997,184.2959817,23644.799,23839.16996,5183.032552,33.64242007,-111.558772
998,184.2000834,23515.22852,23708.53268,5172.455992,33.64124849,-111.5601681
999,184.1042913,23385.719,23577.95636,5161.909912,33.64007744,-111.5615636
1000,184.0086053,23256.30092,23447.47148,5151.363832,33.63890719,-111.562958
1001,183.9130253,23126.91332,23317.04756,5140.817752,33.63773747,-111.564352
1002,183.817551,22997.61717,23186.6846,5130.271672,33.63656827,-111.565745
1003,183.7221825,22868.38197,23056.3826,5119.756072,33.6353996,-111.5671374
1004,183.6269195,22739.20773,22926.17205,5109.209992,33.63423174,-111.568529
1005,183.5317619,22610.12493,22795.99197,5098.694392,33.63306412,-111.5699197
1006,183.4367095,22481.10309,22665.90333,5088.178792,33.6318973,-111.5713096
1007,183.3417622,22352.14221,22535.87565,5077.663192,33.63073101,-111.5726989
1008,183.2469199,22223.24229,22405.90893,5067.147592,33.62956525,-111.5740874
1009,183.1521824,22094.40333,22276.03365,5056.631992,33.62840029,-111.5754753
1010,183.0575496,21965.62533,22146.21933,5046.146872,33.62723586,-111.5768625
1011,182.9630214,21836.93877,22016.46597,5035.631272,33.62607195,-111.5782487
1012,182.8685976,21708.31317,21886.77357,5025.146152,33.62490857,-111.5796341
1013,182.774278,21579.74853,21757.14213,5014.661032,33.62374571,-111.5810189
1014,182.6800626,21451.24485,21627.57165,5004.175912,33.62258338,-111.582403
1015,182.5859512,21322.80213,21498.09261,4993.690792,33.62142186,-111.5837864
1016,182.4919436,21194.45085,21368.67453,4983.236152,33.62026086,-111.5851688
1017,182.3980397,21066.13005,21239.31741,4972.751032,33.61910039,-111.5865509
1018,182.3042394,20937.90069,21110.02125,4962.296392,33.61794044,-111.5879319
1019,182.2105425,20809.73229,20980.81653,4951.811272,33.6167813,-111.5893122
1020,182.1169489,20681.62485,20851.64229,4941.356632,33.6156224,-111.5906919
1021,182.0234585,20553.60885,20722.55949,4930.932473,33.61446431,-111.5920705
1022,181.930071,20425.62333,20593.53765,4920.477833,33.61330675,-111.5934487
1023,181.8367865,20297.72925,20464.57677,4910.023193,33.61214971,-111.594826
1024,181.7436047,20169.89613,20335.70733,4899.599033,33.61099348,-111.5962026
1025,181.6505256,20042.12397,20206.86837,4889.174873,33.6098375,-111.5975784
1026,181.5575489,19914.41277,20078.12085,4878.720233,33.60868232,-111.5989536
1027,181.4646745,19786.76253,19949.43429,4868.296073,33.60752766,-111.6003281
1028,181.3719023,19659.17325,19820.80869,4857.902393,33.60637354,-111.6017019
1029,181.2792322,19531.67541,19692.24405,4847.478233,33.60521994,-111.6030747
1030,181.1866639,19404.20805,19563.74037,4837.054073,33.60406687,-111.6044471
1031,181.0941975,19276.83213,19435.29765,4826.660393,33.60291433,-111.6058185
1032,181.0018327,19149.51717,19306.94637,4816.266713,33.60176259,-111.6071893
1033,180.9095694,19022.26317,19178.65605,4805.873033,33.60061137,-111.6085593
1034,180.8174074,18895.07013,19050.42669,4795.479353,33.59946069,-111.6099286
1035,180.7253468,18767.96853,18922.25829,4785.085673,33.59831053,-111.611297
1036,180.6333872,18640.89741,18794.15085,4774.691993,33.5971609,-111.612665
1037,180.5415286,18513.91773,18666.10437,4764.328793,33.59601179,-111.6140319
1038,180.4497708,18386.96853,18538.14933,4753.965593,33.59486349,-111.6153985
1039,180.3581137,18260.11077,18410.22477,4743.571913,33.59371544,-111.6167641
1040,180.2665571,18133.31397,18282.39165,4733.208713,33.5925682,-111.618129
1041,180.175101,18006.57813,18154.61949,4722.875993,33.59142148,-111.6194932
1042,180.0837451,17879.90325,18026.90829,4712.512793,33.59027529,-111.6208567
1043,179.9924894,17753.28933,17899.25805,4702.149593,33.58912962,-111.6222195
1044,179.9013337,17626.76685,17771.66877,4691.816873,33.58798449,-111.6235814
1045,179.8102779,17500.27485,17644.14045,4681.484153,33.58683988,-111.6249428
1046,179.7193218,17373.87429,17516.70357,4671.120953,33.58569608,-111.6263033
1047,179.6284654,17247.50421,17389.29717,4660.788233,33.58455252,-111.6276633
1048,179.5377084,17121.22557,17261.98221,4650.485993,33.58340977,-111.6290224
1049,179.4470508,16995.00789,17134.72821,4640.153273,33.58226755,-111.6303808
1050,179.3564924,16868.85117,17007.53517,4629.820553,33.58112586,-111.6317385
1051,179.2660331,16742.75541,16880.40309,4619.518313,33.5799847,-111.6330955
1052,179.1756727,16616.72061,16753.33197,4609.216073,33.57884406,-111.6344518
1053,179.0854111,16490.74677,16626.32181,4598.913833,33.57770395,-111.6358074
1054,178.9952482,16364.86438,16499.37261,4588.611593,33.57656437,-111.6371621
1055,178.9051838,16239.01246,16372.51486,4578.309353,33.57542559,-111.6385163
1056,178.8152178,16113.2215,16245.68758,4568.007113,33.57428707,-111.6398699
1057,178.7253501,15987.52198,16118.95174,4557.735353,33.57314935,-111.6412224
1058,178.6355806,15861.88342,15992.27686,4547.463593,33.57201215,-111.6425743
1059,178.5459091,15736.27534,15865.63246,4537.161353,33.57087522,-111.6439258
1060,178.4563354,15610.7587,15739.0795,4526.889593,33.56973908,-111.6452763
1061,178.3668595,15485.30302,15612.5875,4516.648313,33.56860347,-111.6466261
1062,178.2774812,15359.9083,15486.15646,4506.376553,33.56746839,-111.6479752
1063,178.1882004,15234.57454,15359.78638,4496.104793,33.56633384,-111.6493237
1064,178.099017,15109.27126,15233.50774,4485.863513,33.56520009,-111.6506717
1065,178.0112434,14984.0899,15107.25958,4475.591753,33.5640666,-111.6520185
1066,177.9302198,14858.93902,14981.07238,4465.380953,33.56293363,-111.6533649
1067,177.857366,14733.81862,14854.94614,4455.200633,33.5618012,-111.6547109
1068,177.7922453,14608.78966,14728.88086,4445.111753,33.56066929,-111.6560559
1069,177.7336346,14483.79118,14602.84606,4435.175273,33.55953763,-111.6574005
1070,177.6776299,14358.7927,14476.84174,4425.513113,33.55840622,-111.6587452
1071,177.6124816,14233.85518,14350.8679,4416.277673,33.55727505,-111.6600891
1072,177.5315087,14108.91766,14224.89406,4407.651833,33.55614386,-111.6614331
1073,177.4312964,13984.0411,14098.98118,4399.666073,33.55501319,-111.6627763
1074,177.3105189,13859.19502,13973.12926,4392.350873,33.55388303,-111.6641192
1075,177.1691487,13734.4099,13847.30782,4385.675753,33.55275311,-111.6654615
