Time[sec],DTG[m],Vwx[m/s],Vwy[m/s],Vwx/dh[(m_horz/s)m_vert],Vwy/dh[(m_horz/s)m_vert],Temp[K]
62.000000,231324.013469169004,28.587760144743,41.308030938878, 0.004171941350, 0.005220005189,218.808000000000
63.000000,231112.770358924987,28.569875389246,41.296850494349, 0.004194941740, 0.005198999417,218.808000000000
64.000000,230901.917465216015,28.552014316955,41.285696298706, 0.004217975239, 0.005177995240,218.808000000000
65.000000,230691.558323059988,28.534191189167,41.274578023172, 0.004241024264, 0.005157017598,218.808000000000
66.000000,230481.759669411986,28.516415140294,41.263501798201, 0.004264077443, 0.005136081896,218.808000000000
67.000000,230272.564537649014,28.498691969120,41.252471411558, 0.004287127393, 0.005115196964,218.808000000000
68.000000,230064.000675966003,28.481025304720,41.241489101998, 0.004310169273, 0.005094367157,218.808000000000
69.000000,229856.085955004004,28.463417365903,41.230556086639, 0.004333199853, 0.005073593832,218.808000000000
70.000000,229648.831838926009,28.445869456254,41.219672912481, 0.004356216921, 0.005052876390,218.808000000000
71.000000,229442.245612344996,28.428382287084,41.208839691427, 0.004379218898, 0.005032213019,218.808000000000
72.000000,229236.331808955001,28.410956188267,41.198056257801, 0.004402204595, 0.005011601206,218.808000000000
73.000000,229031.093128711014,28.393591245938,41.187322274103, 0.004425173063, 0.004991038100,218.808000000000
74.000000,228826.531027850986,28.376287392425,41.176637301988, 0.004448123499, 0.004970520755,218.808000000000
75.000000,228622.646099995996,28.359044464949,41.166000849797, 0.004471055188, 0.004950046298,218.808000000000
76.000000,228419.440643011010,28.344179303231,41.155770343712, 0.004476796129, 0.004980289227,218.808000000000
77.000000,228216.915322510991,28.330511917043,41.145760867261, 0.004473900053, 0.005035954502,218.808000000000
78.000000,228015.090617451991,28.316865319386,41.135789757954, 0.004471051164, 0.005091399770,218.808000000000
79.000000,227813.984390811995,28.303241074756,41.125857835976, 0.004468249287, 0.005146618940,218.808000000000
80.000000,227613.612215833011,28.289640598117,41.115965815167, 0.004465494200, 0.005201606809,218.808000000000
81.000000,227413.987650154013,28.276065170038,41.106114311192, 0.004462785645, 0.005256358916,218.808000000000
82.000000,227215.122469225986,28.262515950448,41.096303850003, 0.004460123328, 0.005310871432,218.808000000000
83.000000,227017.026867278997,28.248993991125,41.086534876340, 0.004457506919, 0.005365141073,218.808000000000
84.000000,226819.709631990991,28.235500246973,41.076807762004, 0.004454936066, 0.005419165037,218.808000000000
85.000000,226623.178297481994,28.222035586178,41.067122813775, 0.004452410386, 0.005472940942,218.808000000000
86.000000,226427.439279162005,28.208600799316,41.057480280838, 0.004449929480, 0.005526466788,218.808000000000
87.000000,226232.497993227997,28.195196607492,41.047880361656, 0.004447492927, 0.005579740914,218.808000000000
88.000000,226038.358962991013,28.181823669594,41.038323210262, 0.004445100294, 0.005632761968,218.808000000000
89.000000,225845.020806973014,28.168482588739,41.028808941952, 0.004442751136, 0.005685528876,218.808000000000
90.000000,225652.450554001989,28.155173551660,41.019337342988, 0.004440444900, 0.005738041955,218.808000000000
91.000000,225460.595017251006,28.141894483981,41.009906383152, 0.004438180434, 0.005790308612,218.808000000000
92.000000,225269.389316863002,28.128641863329,41.000512873504, 0.004435956208, 0.005842340802,218.808000000000
93.000000,225078.763131020998,28.115411333201,40.991152974296, 0.004433770492, 0.005894153217,218.808000000000
94.000000,224888.645158845989,28.102198154802,40.981822576093, 0.004431621498, 0.005945761994,218.808000000000
95.000000,224698.966193839005,28.088997529308,40.972517575887, 0.004429507484, 0.005997183813,218.808000000000
96.000000,224509.661133324000,28.075804818352,40.963234068033, 0.004427426829, 0.006048435279,218.808000000000
97.000000,224320.670186711999,28.062615686062,40.953968467578, 0.004425378085, 0.006099532504,218.808000000000
98.000000,224131.939492473000,28.049426181902,40.944717581160, 0.004423360003, 0.006150490833,218.808000000000
99.000000,223943.401377742994,28.036232779960,40.935478638344, 0.004421371548, 0.006201324676,218.808000000000
100.000000,223755.003304465004,28.023030953295,40.926248134741, 0.004419411515, 0.006252051805,218.808000000000
101.000000,223566.704862663988,28.009817250082,40.917023503295, 0.004417479076, 0.006302686897,218.808000000000
102.000000,223378.475283406005,27.996589074679,40.907802936855, 0.004415573729, 0.006353242183,218.808000000000
103.000000,223190.291397101013,27.983344504504,40.898585231713, 0.004413695234, 0.006403727928,218.808000000000
104.000000,223002.135970183008,27.970082138934,40.889369652643, 0.004411843565, 0.006454152792,218.808000000000
105.000000,222813.996360585996,27.956800976232,40.880155818813, 0.004410018855, 0.006504524107,218.808000000000
106.000000,222625.863439681998,27.943500314631,40.870943609184, 0.004408221356, 0.006554848090,218.808000000000
107.000000,222437.730735141988,27.930179673868,40.861733085582, 0.004406451402, 0.006605130007,218.808000000000
108.000000,222249.593755573995,27.916838733811,40.852524431377, 0.004404709376, 0.006655374312,218.808000000000
109.000000,222061.449463521014,27.903477287168,40.843317903656, 0.004402995685, 0.006705584753,218.808000000000
110.000000,221873.295868584013,27.890095203639,40.834113796841, 0.004401310740, 0.006755764466,218.808000000000
111.000000,221685.131717039010,27.876692403228,40.824912415818, 0.004399654944, 0.006805916061,218.808000000000
112.000000,221496.956258230988,27.863268836824,40.815714056834, 0.004398028677, 0.006856041683,218.808000000000
113.000000,221308.769071552000,27.849824472424,40.806518994621, 0.004396432288, 0.006906143079,218.808000000000
114.000000,221120.569940702000,27.836359285694,40.797327474389, 0.004394866097, 0.006956221655,218.808000000000
115.000000,220932.358764447999,27.822873253795,40.788139707563, 0.004393330384, 0.007006278518,218.808000000000
116.000000,220744.135495210008,27.809366351624,40.778955870311, 0.004391825395, 0.007056314527,218.808000000000
117.000000,220555.900098534010,27.795838549792,40.769776104076, 0.004390351341, 0.007106330326,218.808000000000
118.000000,220367.652527987986,27.782289813811,40.760600517486, 0.004388908396, 0.007156326382,218.808000000000
119.000000,220179.392711190012,27.768720104094,40.751429189149, 0.004387496708, 0.007206303015,218.808000000000
120.000000,219991.120543669007,27.755129376480,40.742262170959, 0.004386116392, 0.007256260420,218.808000000000
121.000000,219802.835888016009,27.741517583029,40.733099491600, 0.004384767541, 0.007306198696,218.808000000000
122.000000,219614.538576455991,27.727884672969,40.723941160066, 0.004383450224, 0.007356117860,218.808000000000
123.000000,219426.228415410005,27.714230593657,40.714787169032, 0.004382164493, 0.007406017870,218.808000000000
124.000000,219237.905191072990,27.700555291504,40.705637497988, 0.004380910383, 0.007455898632,218.808000000000
125.000000,219049.568675279996,27.686858712797,40.696492116067, 0.004379687914, 0.007505760017,218.808000000000
126.000000,218861.218631193013,27.673140804420,40.687350984555, 0.004378497098, 0.007555601869,218.808000000000
127.000000,218672.854818522988,27.659401514445,40.678214059054, 0.004377337935, 0.007605424012,218.808000000000
128.000000,218484.476998094004,27.645640792605,40.669081291330, 0.004376210421, 0.007655226260,218.808000000000
129.000000,218296.084935693012,27.631858590653,40.659952630850, 0.004375114545, 0.007705008418,218.808000000000
130.000000,218107.678405174986,27.618054862619,40.650828026033, 0.004374050292, 0.007754770287,218.808000000000
131.000000,217919.257190873992,27.604229564974,40.641707425258, 0.004373017645, 0.007804511671,218.808000000000
132.000000,217730.821089351986,27.590382656725,40.632590777649, 0.004372016584, 0.007854232373,218.808000000000
133.000000,217542.369910582987,27.576514099438,40.623478033661, 0.004371047088, 0.007903932203,218.808000000000
134.000000,217353.903478633001,27.562623857224,40.614369145520, 0.004370109138, 0.007953610974,218.808000000000
135.000000,217165.421631929989,27.548711896671,40.605264067518, 0.004369202711, 0.008003268508,218.808000000000
136.000000,216976.924223187991,27.534778186757,40.596162756200, 0.004368327788, 0.008052904631,218.808000000000
137.000000,216788.411119071010,27.520822698741,40.587065170469, 0.004367484347, 0.008102519177,218.808000000000
138.000000,216599.882199640997,27.506845406037,40.577971271614, 0.004366672370, 0.008152111988,218.808000000000
139.000000,216411.337357662997,27.492846284081,40.568881023289, 0.004365891837, 0.008201682913,218.808000000000
140.000000,216222.776497804996,27.478825310196,40.559794391458, 0.004365142733, 0.008251231806,218.808000000000
141.000000,216034.199535772001,27.464782463454,40.550711344296, 0.004364425039, 0.008300758530,218.808000000000
142.000000,215845.606397411990,27.450717724543,40.541631852093, 0.004363738741, 0.008350262953,218.808000000000
143.000000,215656.997017812013,27.436631075636,40.532555887127, 0.004363083823, 0.008399744951,218.808000000000
144.000000,215468.371340412006,27.422522500271,40.523483423540, 0.004362460273, 0.008449204404,218.808000000000
145.000000,215279.729316146986,27.408391983229,40.514414437215, 0.004361868077, 0.008498641199,218.808000000000
146.000000,215091.070902628999,27.394239510425,40.505348905648, 0.004361307224, 0.008548055228,218.808000000000
147.000000,214902.408526096988,27.392529663587,40.495970011135, 0.004356488022, 0.008659303870,218.808000000000
148.000000,214713.743807526014,27.392450400496,40.486543063305, 0.004351097287, 0.008778727638,218.808000000000
149.000000,214525.076726066996,27.392358945105,40.477109247132, 0.004345698256, 0.008898173193,218.808000000000
150.000000,214336.407261765999,27.392255300105,40.467668540759, 0.004340290897, 0.009017640492,218.808000000000
151.000000,214147.735396183009,27.392139467752,40.458220924488, 0.004334875178, 0.009137129500,218.808000000000
152.000000,213959.061112744006,27.392011449992,40.448766380380, 0.004329451072, 0.009256640185,218.808000000000
153.000000,213770.384396932990,27.391871248563,40.439304891950, 0.004324018555, 0.009376172516,218.808000000000
154.000000,213581.705236326001,27.391718865072,40.429836443923, 0.004318577604, 0.009495726465,218.808000000000
155.000000,213393.023620541993,27.391554301049,40.420361022045, 0.004313128195, 0.009615302006,218.808000000000
156.000000,213204.339541121997,27.391377557994,40.410878612942, 0.004307670309, 0.009734899110,218.808000000000
157.000000,213015.652991362993,27.391188637404,40.401389204003, 0.004302203926, 0.009854517753,218.808000000000
158.000000,212826.963966134004,27.390987540795,40.391892783295, 0.004296729027, 0.009974157908,218.808000000000
159.000000,212638.272461670014,27.390774269712,40.382389339495, 0.004291245596, 0.010093819547,218.808000000000
160.000000,212449.578475371993,27.390548825740,40.372878861841, 0.004285753615, 0.010213502646,218.808000000000
161.000000,212260.882005608990,27.390311210502,40.363361340084, 0.004280253067, 0.010333207179,218.808000000000
162.000000,212072.183051533008,27.390061425660,40.353836764465, 0.004274743939, 0.010452933119,218.808000000000
163.000000,211883.481612901000,27.389799472913,40.344305125680, 0.004269226214, 0.010572680441,218.808000000000
164.000000,211694.777689918003,27.389525353990,40.334766414862, 0.004263699879, 0.010692449121,218.808000000000
165.000000,211506.071283096011,27.389239070645,40.325220623559, 0.004258164921, 0.010812239134,218.808000000000
166.000000,211317.362393126008,27.388940624651,40.315667743720, 0.004252621325, 0.010932050456,218.808000000000
167.000000,211128.651020763995,27.388630017792,40.306107767676, 0.004247069081, 0.011051883065,218.808000000000
168.000000,210939.937166738993,27.388307251860,40.296540688131, 0.004241508177, 0.011171736937,218.808000000000
169.000000,210751.220831668004,27.387972328645,40.286966498139, 0.004235938600, 0.011291612052,218.808000000000
170.000000,210562.502015990001,27.387625249932,40.277385191098, 0.004230360341, 0.011411508389,218.808000000000
171.000000,210373.780719901988,27.387266017496,40.267796760730, 0.004224773390, 0.011531425928,218.808000000000
172.000000,210185.056943319010,27.386894633094,40.258201201077, 0.004219177736, 0.011651364649,218.808000000000
173.000000,209996.330685830006,27.386511098465,40.248598506476, 0.004213573371, 0.011771324536,218.808000000000
174.000000,209807.601946671988,27.386115415323,40.238988671554, 0.004207960286, 0.011891305572,218.808000000000
175.000000,209618.870724706008,27.385707585357,40.229371691215, 0.004202338473, 0.012011307740,218.808000000000
176.000000,209430.137018401991,27.385287610226,40.219747560621, 0.004196707924, 0.012131331025,218.808000000000
177.000000,209241.400825824996,27.384855491556,40.210116275188, 0.004191068631, 0.012251375413,218.808000000000
178.000000,209052.662144633010,27.384411230943,40.200477830565, 0.004185420589, 0.012371440891,218.808000000000
179.000000,208863.920972068998,27.383954829947,40.190832222631, 0.004179763789, 0.012491527448,218.808000000000
180.000000,208675.177304968995,27.383486290092,40.181179447476, 0.004174098227, 0.012611635070,218.808000000000
181.000000,208486.431139757013,27.383005612868,40.171519501394, 0.004168423895, 0.012731763749,218.808000000000
182.000000,208297.682472459011,27.382512799725,40.161852380870, 0.004162740788, 0.012851913473,218.808000000000
183.000000,208108.931298704993,27.382007852080,40.152178082572, 0.004157048902, 0.012972084235,218.808000000000
184.000000,207920.177613737993,27.381490771310,40.142496603338, 0.004151348231, 0.013092276027,218.808000000000
185.000000,207731.421412427997,27.380961558758,40.132807940169, 0.004145638770, 0.013212488840,218.808000000000
186.000000,207542.662689277990,27.380420215730,40.123112090219, 0.004139920516, 0.013332722669,218.808000000000
187.000000,207353.901438439992,27.379866743494,40.113409050784, 0.004134193463, 0.013452977507,218.808000000000
188.000000,207165.137653723999,27.379301143287,40.103698819299, 0.004128457608, 0.013573253349,218.808000000000
189.000000,206976.371328611014,27.378723416307,40.093981393323, 0.004122712948, 0.013693550191,218.808000000000
190.000000,206787.602456266992,27.378133563720,40.084256770537, 0.004116959478, 0.013813868029,218.808000000000
191.000000,206598.831029552995,27.377531586660,40.074524948737, 0.004111197195, 0.013934206858,218.808000000000
192.000000,206410.057041037013,27.376917486226,40.064785925821, 0.004105426097, 0.014054566678,218.808000000000
193.000000,206221.280483011011,27.376291263488,40.055039699791, 0.004099646179, 0.014174947484,218.808000000000
194.000000,206032.501347496989,27.375652919481,40.045286268742, 0.004093857441, 0.014295349275,218.808000000000
195.000000,205843.719626262988,27.375002455215,40.035525630855, 0.004088059878, 0.014415772051,218.808000000000
196.000000,205654.935310831992,27.374339871668,40.025757784397, 0.004082253488, 0.014536215809,218.808000000000
197.000000,205466.148392495001,27.373665169790,40.015982727711, 0.004076438269, 0.014656680551,218.808000000000
198.000000,205277.358862319990,27.372978350503,40.006200459213, 0.004070614219, 0.014777166274,218.808000000000
199.000000,205088.566711165011,27.372279414703,39.996410977389, 0.004064781336, 0.014897672981,218.808000000000
200.000000,204899.771929685987,27.371568363262,39.986614280788, 0.004058939617, 0.015018200672,218.808000000000
201.000000,204710.974508346000,27.370845197024,39.976810368019, 0.004053089061, 0.015138749348,218.808000000000
202.000000,204522.174437428999,27.370109916809,39.966999237750, 0.004047229667, 0.015259319010,218.808000000000
203.000000,204333.371707043989,27.369362523416,39.957180888699, 0.004041361431, 0.015379909660,218.808000000000
204.000000,204144.566307133995,27.368603017620,39.947355319637, 0.004035484353, 0.015500521300,218.808000000000
205.000000,203955.758227487997,27.367831400173,39.937522529378, 0.004029598432, 0.015621153933,218.808000000000
206.000000,203766.947457747010,27.367047671808,39.927682516783, 0.004023703665, 0.015741807562,218.808000000000
207.000000,203578.133987409004,27.366251833234,39.917835280752, 0.004017800052, 0.015862482188,218.808000000000
208.000000,203389.317805841012,27.365443885144,39.907980820225, 0.004011887591, 0.015983177816,218.808000000000
209.000000,203200.498902282998,27.364623828210,39.898119134175, 0.004005966281, 0.016103894449,218.808000000000
210.000000,203011.677265853999,27.363791663085,39.888250221613, 0.004000036120, 0.016224632090,218.808000000000
211.000000,202822.852885558998,27.362947390405,39.878374081577, 0.003994097109, 0.016345390743,218.808000000000
212.000000,202634.025750299013,27.362091010788,39.868490713139, 0.003988149245, 0.016466170413,218.808000000000
213.000000,202445.195848867996,27.361222524836,39.858600115394, 0.003982192527, 0.016586971103,218.808000000000
214.000000,202256.363169966993,27.360341933134,39.848702287467, 0.003976226956, 0.016707792818,218.808000000000
215.000000,202067.527702205000,27.359449236253,39.838797228504, 0.003970252529, 0.016828635562,218.808000000000
216.000000,201878.689434103988,27.358544434746,39.828884937676, 0.003964269247, 0.016949499340,218.808000000000
217.000000,201689.848354104994,27.357627529154,39.818965414173, 0.003958277107, 0.017070384158,218.808000000000
218.000000,201501.005449677992,27.357695070414,39.809518896138, 0.003954050555, 0.017181312605,218.808000000000
219.000000,201312.162498010002,27.359534814148,39.800927437994, 0.003952985955, 0.017274395558,218.808000000000
220.000000,201123.319495080999,27.361365533204,39.792333918021, 0.003951908830, 0.017367464636,218.808000000000
221.000000,200934.476448110014,27.363187228534,39.783738334894, 0.003950819177, 0.017460519834,218.808000000000
222.000000,200745.633371303993,27.364999903943,39.775140685369, 0.003949716991, 0.017553561127,218.808000000000
223.000000,200556.790282689995,27.366803565091,39.766540965023, 0.003948602262, 0.017646588477,218.808000000000
224.000000,200367.947201814997,27.368598218733,39.757939168809, 0.003947474980, 0.017739601842,218.808000000000
225.000000,200179.104148115002,27.370383872156,39.749335291451, 0.003946335135, 0.017832601173,218.808000000000
226.000000,199990.261139801994,27.372160532775,39.740729327723, 0.003945182717, 0.017925586425,218.808000000000
227.000000,199801.418193152989,27.373928207838,39.732121272642, 0.003944017716, 0.018018557554,218.808000000000
228.000000,199612.575322088989,27.375686904239,39.723511121583, 0.003942840124, 0.018111514520,218.808000000000
229.000000,199423.732537976990,27.377436628390,39.714898870350, 0.003941649933, 0.018204457288,218.808000000000
230.000000,199234.889849584986,27.379177386155,39.706284515204, 0.003940447137, 0.018297385825,218.808000000000
231.000000,199046.047263151995,27.380909182820,39.697668052871, 0.003939231730, 0.018390300107,218.808000000000
232.000000,198857.204782526998,27.382632023095,39.689049480522, 0.003938003707, 0.018483200110,218.808000000000
233.000000,198668.362409354013,27.384345911133,39.680428795749, 0.003936763065, 0.018576085819,218.808000000000
234.000000,198479.520143283007,27.386050850564,39.671805996529, 0.003935509802, 0.018668957219,218.808000000000
235.000000,198290.677982188994,27.387746844533,39.663181081187, 0.003934243915, 0.018761814300,218.808000000000
236.000000,198101.835922386992,27.389433895752,39.654554048355, 0.003932965403, 0.018854657056,218.808000000000
237.000000,197912.993958845997,27.391112006544,39.645924896934, 0.003931674265, 0.018947485483,218.808000000000
238.000000,197724.152085378999,27.392781178885,39.637293626055, 0.003930370502, 0.019040299580,218.808000000000
239.000000,197535.310294827010,27.394441414460,39.628660235049, 0.003929054112, 0.019133099347,218.808000000000
240.000000,197346.468579219014,27.396092714692,39.620024723409, 0.003927725098, 0.019225884787,218.808000000000
241.000000,197157.626929914986,27.397735080788,39.611387090768, 0.003926383458, 0.019318655903,218.808000000000
242.000000,196968.785337734007,27.399368513774,39.602747336869, 0.003925029196, 0.019411412701,218.808000000000
243.000000,196779.943793060986,27.400993014519,39.594105461547, 0.003923662311, 0.019504155186,218.808000000000
244.000000,196590.996052611008,27.402608583773,39.585461464705, 0.003922282805, 0.019596883364,218.808000000000
245.000000,196401.873588012997,27.404217153845,39.576809737492, 0.003920888732, 0.019689644987,218.808000000000
246.000000,196212.532121800003,27.405819969387,39.568146661915, 0.003919478833, 0.019782470850,218.808000000000
247.000000,196022.942972555000,27.407417775573,39.559469941154, 0.003918052360, 0.019875381095,218.808000000000
248.000000,195833.087498612993,27.409010958519,39.550778153890, 0.003916608924, 0.019968389159,218.808000000000
249.000000,195642.953535598004,27.410599650368,39.542070456824, 0.003915148395, 0.020061504253,218.808000000000
250.000000,195452.533114960010,27.412183807919,39.533346385604, 0.003913670814, 0.020154732894,218.808000000000
251.000000,195261.821004027006,27.413763271230,39.524605721402, 0.003912176328, 0.020248079855,218.808000000000
252.000000,195070.813771877991,27.415337806997,39.515848401476, 0.003910665149, 0.020341548747,218.808000000000
253.000000,194879.509191001998,27.416907140298,39.507074459305, 0.003909137518, 0.020435142378,218.808000000000
254.000000,194687.905852933996,27.418470977459,39.498283984710, 0.003907593680, 0.020528862969,218.808000000000
255.000000,194496.002919950988,27.420029022158,39.489477097509, 0.003906033871, 0.020622712297,218.808000000000
256.000000,194303.799963125988,27.421580986408,39.480653930348, 0.003904458305, 0.020716691777,218.808000000000
257.000000,194111.296855177003,27.423126597700,39.471814617776, 0.003902867171, 0.020810802525,218.808000000000
258.000000,193918.493698089005,27.424665603280,39.462959289542, 0.003901260627, 0.020905045396,218.808000000000
259.000000,193725.390772904997,27.426197772341,39.454088066739, 0.003899638801, 0.020999421020,218.808000000000
260.000000,193531.988503744011,27.427722896721,39.445201059859, 0.003898001794, 0.021093929827,218.808000000000
261.000000,193338.287431072997,27.429240790548,39.436298368093, 0.003896349675, 0.021188572071,218.808000000000
262.000000,193144.258180847013,27.400677234430,39.439205804063, 0.003922743477, 0.021497850326,218.808000000000
263.000000,192949.931217481993,27.401918368353,39.430315046822, 0.003920975350, 0.021593025320,218.808000000000
264.000000,192755.307432862988,27.403150417626,39.421408655684, 0.003919190632, 0.021688332637,218.808000000000
265.000000,192560.387733264011,27.404373303572,39.412486670088, 0.003917389269, 0.021783771820,218.808000000000
266.000000,192365.173040430993,27.405586949670,39.403549128503, 0.003915571207, 0.021879342393,218.808000000000
267.000000,192169.664291772991,27.406791282770,39.394596067750, 0.003913736385, 0.021975043860,218.808000000000
268.000000,191973.862439866003,27.407986233772,39.385627522636, 0.003911884742, 0.022070875703,218.808000000000
269.000000,191777.768451476004,27.409171737937,39.376643525820, 0.003910016212, 0.022166837378,218.808000000000
270.000000,191581.383306242991,27.410347734914,39.367644107837, 0.003908130724, 0.022262928320,218.808000000000
271.000000,191384.707995191013,27.411514168581,39.358629297224, 0.003906228205, 0.022359147942,218.808000000000
272.000000,191187.743519134005,27.412670986769,39.349599120705, 0.003904308579, 0.022455495640,218.808000000000
273.000000,190990.490887096996,27.413818140907,39.340553603419, 0.003902371768, 0.022551970792,218.808000000000
274.000000,190792.951114780997,27.414955585629,39.331492769152, 0.003900417691, 0.022648572762,218.808000000000
275.000000,190595.125223120005,27.416083278375,39.322416640575, 0.003898446267, 0.022745300904,218.808000000000
